wavelength	single_arm	differential
1249.615214375	-0.002905625	0.0034183749999999995
1249.6341450579762	-0.0029056250000000002	0.0034794250000000004
1249.6531332308916	-0.0029544500000000004	0.003516075
1249.6721788397356	-0.0029056000000000004	0.0036259250000000003
1249.691281830508	-0.00293005	0.003589325
1249.7104421492204	-0.0028812	0.0036015250000000004
1249.7296597418933	-0.0028934000000000004	0.00366255
1249.74893455456	-0.0029422500000000004	0.0036992
1249.7682665332632	-0.002869	0.003748025
1249.7876556240567	-0.0029056250000000002	0.003796825
1249.8071017730047	-0.0029056250000000002	0.003784625
1249.8266049261833	-0.002832375	0.003772425
1249.8461650296786	-0.002856825	0.0037602
1249.8657820295864	-0.0028934499999999997	0.0037724250000000003
1249.8854558720154	-0.0028934250000000003	0.003796825
1249.9051865030842	-0.0028567999999999996	0.003870075
1249.9249738689216	-0.0028934250000000007	0.003857875
1249.944817915667	-0.0028323999999999997	0.0038945000000000004
1249.964718589472	-0.002844575	0.003992175000000001
1249.984675836498	-0.002820175	0.0038334750000000003
1250.004689602917	-0.0028445750000000002	0.0038456750000000002
1250.0247598349115	-0.002869	0.003870075
1250.044886478676	-0.0028568000000000005	0.003870075
1250.0650694804146	-0.002869	0.00393115
1250.0853087863436	-0.0028568	0.003882275
1250.1056043426875	-0.0028445750000000002	0.00394335
1250.1259560956842	-0.00280795	0.003918925
1250.1463639915808	-0.002832375	0.0038456750000000002
1250.1668279766361	-0.0028446	0.00393115
1250.1873479971184	-0.002783525	0.00395555
1250.2079239993088	-0.0028079999999999997	0.0040288
1250.2285559294967	-0.0027591250000000003	0.00395555
1250.2492437339847	-0.00280795	0.00396775
1250.269987359084	-0.00277135	0.0039922
1250.290786751118	-0.00282015	0.003931125
1250.3116418564205	-0.00278355	0.004077625
1250.3325526213353	-0.002783575	0.004102075
1250.3535189922184	-0.0027713250000000003	0.00411425
1250.374540915435	-0.002759125	0.00395555
1250.395618337363	-0.0027347	0.00408985
1250.4167512043887	-0.0026736750000000004	0.0041020499999999994
1250.4379394629111	-0.0027713499999999997	0.00410205
1250.4591830593392	-0.0027225	0.0042851750000000004
1250.4804819400924	-0.0027103	0.004297400000000001
1250.501836051602	-0.002734725	0.0042974
1250.5232453403082	-0.002746925	0.004260775
1250.5447097526644	-0.002722525	0.00424855
1250.5662292351324	-0.0026859	0.004419475
1250.5878037341865	-0.002746925	0.00452935
1250.6094331963104	-0.0026859	0.004553775
1250.6311175679998	-0.0026859	0.004480525000000001
1250.652856795761	-0.002624825	0.00437065
1250.6746508261099	-0.002698075	0.0043218
1250.6964996055738	-0.0027103	0.004334025
1250.718403080692	-0.00263705	0.00435845
1250.7403611980126	-0.002637025	0.004468325
1250.7623739040953	-0.0026614750000000004	0.004627025
1250.784441145511	-0.0026003999999999997	0.0048223499999999996
1250.8065628688405	-0.00266145	0.00495665
1250.828739020676	-0.0026126499999999998	0.0050665499999999995
1250.8509695476205	-0.0026126499999999998	0.0052008
1250.8732543962876	-0.0025881999999999997	0.005213025
1250.8955935133015	-0.0026125999999999996	0.005066525
1250.9179868452973	-0.002576	0.005115375
1250.9404343389208	-0.0025759999999999997	0.00518865
1250.9629359408282	-0.002539375	0.005335125
1250.9854915976875	-0.002539375	0.00551825
1251.0081012561764	-0.0025637999999999998	0.005481625
1251.030764862984	-0.002539375	0.005420575
1251.0534823648102	-0.0025637999999999998	0.005518250000000001
1251.0762537083647	-0.0025149499999999997	0.005676975
1251.0990788403697	-0.0024783	0.00571355
1251.1219577075558	-0.002502725	0.005945575
1251.1448902566667	-0.00250275	0.006043224999999999
1251.167876434456	-0.0024905500000000002	0.006067649999999999
1251.1909161876874	-0.0024783250000000004	0.006055425
1251.2140094631363	-0.002478325	0.0060554499999999995
1251.2371562075878	-0.0024417	0.006104275
1251.2603563678394	-0.00250275	0.00594555
1251.2836098906976	-0.0024295000000000002	0.005945550000000001
1251.3069167229805	-0.0024417	0.0059089
1251.3302768115175	-0.002392875	0.00592115
1251.353690103148	-0.0024417	0.00594555
1251.377156544722	-0.002405075	0.005957775
1251.400676083101	-0.002417275	0.0060432
1251.4242486651565	-0.0023074249999999997	0.0060187999999999995
1251.4478742377712	-0.002392875	0.006043224999999999
1251.4715527478384	-0.002344025	0.006006575
1251.495284142263	-0.002319625	0.005811275
1251.5190683679593	-0.0022952	0.0057136
1251.5429053718526	-0.0023196	0.005676975
1251.5667951008807	-0.0022341500000000003	0.005701375
1251.5907375019892	-0.0022341749999999997	0.005774625
1251.614732522137	-0.002209725	0.0057502000000000004
1251.6387801082933	-0.002246375	0.005774624999999999
1251.6628802074365	-0.002258575	0.0056037249999999995
1251.6870327665574	-0.002209725	0.005677
1251.7112377326566	-0.002197525	0.0057136
1251.7354950527472	-0.002173125	0.00553045
1251.7598046738506	-0.002173125	0.005567075
1251.784166543	-0.0020876749999999998	0.0056037
1251.8085806072404	-0.00208765	0.005542675
1251.8330468136255	-0.0021608749999999996	0.00551825
1251.8575651092222	-0.002099875	0.00551825
1251.882135441106	-0.00206325	0.005383949999999999
1251.9067577563642	-0.00206325	0.005164225
1251.931432002095	-0.002051025	0.005298525
1251.956158125407	-0.0020022	0.0054572
1251.9809360734191	-0.001989975	0.0056159
1252.0057657932625	-0.0020144	0.005823475
1252.0306472320767	-0.001977775	0.005652525
1252.055580337015	-0.0019533750000000003	0.005420575
1252.0805650552386	-0.0020144	0.0054572
1252.1056013339219	-0.0019045499999999999	0.005335125
1252.1306891202482	-0.0019167499999999998	0.005396175
1252.1558283614124	-0.0018312749999999998	0.0054328
1252.18101900462	-0.0018923	0.0055915
1252.2062609970876	-0.0018679	0.0055549
1252.2315542860415	-0.0018923249999999998	0.005542699999999999
1252.2568988187206	-0.0018190749999999999	0.00550605
1252.2822945423727	-0.0017458250000000001	0.005286325
1252.3077414042575	-0.0018557	0.005261874999999999
1252.3332393516453	-0.0018068749999999999	0.005445
1252.3587883318166	-0.0018068749999999999	0.0054084
1252.3843882920632	-0.001770225	0.00537175
1252.4100391796876	-0.001721425	0.0055427
1252.4357409420027	-0.0016847750000000001	0.0054205749999999995
1252.4614935263328	-0.0016848	0.005249675
1252.4872968800125	-0.001697	0.005298525
1252.5131509503867	-0.0016603499999999999	0.00522525
1252.5390556848129	-0.00164815	0.005469425
1252.5650110306567	-0.0016115249999999997	0.00566475
1252.5910169352967	-0.0015993000000000001	0.005530449999999999
1252.6170733461215	-0.00163595	0.005603725
1252.6431802105299	-0.0015871249999999998	0.00562815
1252.6693374759325	-0.001538275	0.005713599999999999
1252.6955450897492	-0.001513875	0.005762425
1252.7218029994126	-0.00151385	0.005957774999999999
1252.7481111523646	-0.0015016499999999998	0.00607985
1252.7744694960575	-0.00148945	0.006262975
1252.8008779779566	-0.001416175	0.006128675
1252.8273365455361	-0.0014650499999999999	0.006250749999999999
1252.8538451462807	-0.0014528	0.0060554
1252.8804037276875	-0.0014284	0.006250775
1252.9070122372627	-0.001379525	0.0063240250000000005
1252.9336706225242	-0.001379575	0.006092075
1252.9603788310005	-0.0013185249999999999	0.006018824999999999
1252.987136810231	-0.0013185249999999999	0.005896725
1253.0139445077655	-0.0013429499999999999	0.005860075
1253.0408018711646	-0.00133075	0.005835699999999999
1253.0677088480002	-0.0012941000000000003	0.005676975
1253.0946653858534	-0.0012818999999999999	0.0055549
1253.121671432319	-0.0012697000000000001	0.005335125
1253.1487269349998	-0.0012574499999999998	0.0052985
1253.1758318415107	-0.001233075	0.005469425
1253.2029860994764	-0.001172	0.0054572250000000004
1253.2301896565334	-0.001172025	0.00555485
1253.2574424603285	-0.0011842250000000001	0.005530500000000001
1253.2847444585193	-0.0011842250000000001	0.0056159
1253.3120955987745	-0.0011598000000000001	0.005860125
1253.3394958287727	-0.0011476	0.005896725
1253.3669450962045	-0.001086575	0.0058845
1253.3944433487695	-0.001110975	0.006189725
1253.4219905341795	-0.00109875	0.006385025000000001
1253.449586600158	-0.001025525	0.00637285
1253.4772314944364	-0.00103775	0.006482725
1253.5049251647588	-0.001013325	0.006299625
1253.53266755888	-0.00107435	0.006336225
1253.5604586245645	-0.000988875	0.0062874
1253.5882983095896	-0.00094005	0.0061409
1253.6161865617407	-0.00097665	0.005994375
1253.6441233288165	-0.0009400750000000001	0.00592115
1253.672108558624	-0.000976675	0.0056159
1253.7001421989835	-0.000915625	0.005542675
1253.7282241977248	-0.00095225	0.005445
1253.7563545026876	-0.000842375	0.00546945
1253.7845330617236	-0.0008668	0.0054206
1253.8127598226954	-0.0008546000000000001	0.00550605
1253.8410347334748	-0.0008668	0.005603725
1253.8693577419467	-0.000866775	0.005725775
1253.8977287960047	-0.0007935500000000001	0.0059089500000000005
1253.9261478435542	-0.0008424000000000001	0.006214125000000001
1253.9546148325114	-0.0007935500000000001	0.0062873749999999996
1253.9831297108024	-0.0007935500000000001	0.006555975
1254.0116924263655	-0.0007203000000000001	0.006580374999999999
1254.0403029271483	-0.0007447250000000001	0.0067513
1254.0689611611094	-0.0007813500000000001	0.0067025
1254.09766707622	-0.0006714500000000001	0.0065682
1254.1264206204594	-0.0007203000000000001	0.006458325
1254.1552217418187	-0.000671475	0.006275175
1254.1840703883004	-0.0007080750000000001	0.0061408750000000005
1254.2129665079185	-0.0006592750000000001	0.0058845
1254.2419100486945	-0.000610425	0.0057136
1254.270900958663	-0.0006104499999999999	0.0056159
1254.299939185871	-0.0005493999999999999	0.005542675
1254.3290246783722	-0.000610425	0.005640350000000001
1254.3581573842346	-0.0005859750000000001	0.00566475
1254.387337251535	-0.0005493999999999999	0.005872325
1254.4165642283615	-0.0005493999999999999	0.006128675
1254.4458382628136	-0.0005005249999999999	0.006324025
1254.4751593029998	-0.0005249749999999999	0.006568175000000001
1254.5045272970415	-0.000500575	0.006690275
1254.5339421930705	-0.0004151	0.00678795
1254.5634039392273	-0.00045170000000000003	0.006775725
1254.5929124836655	-0.0004517	0.00667805
1254.622467774548	-0.00043952499999999996	0.006568175
1254.6520697600502	-0.00039067499999999994	0.0064094749999999995
1254.681718388356	-0.000402875	0.0061408750000000005
1254.7114136076614	-0.00041509999999999995	0.005933325
1254.7411553661732	-0.0003907	0.005847875000000001
1254.7709436121088	-0.00039067499999999994	0.005738025000000001
1254.8007782936959	-0.00036625000000000004	0.005750225
1254.8306593591735	-0.00031745000000000005	0.005786825
1254.8605867567915	-0.00032962500000000006	0.005860075
1254.8905604348106	-0.00032965	0.006031025000000001
1254.9205803415002	-0.0002930000000000001	0.006177525
1254.950646425144	-0.00029302500000000003	0.006324
1254.9807586340335	-0.0002808	0.006433875
1255.0109169164734	-0.000305225	0.006604799999999999
1255.0411212207769	-0.0002563750000000001	0.00664145
1255.0713714952687	-0.0002441750000000001	0.006617025
1255.1016676882855	-0.00018310000000000006	0.006543775
1255.132009748173	-0.00020752499999999996	0.0064583
1255.1623976232886	-0.00015872499999999997	0.0063484249999999996
1255.1928312620007	-0.000146525	0.006287375
1255.2233106126876	-0.0001342749999999999	0.00622635
1255.2538356237394	-0.000134275	0.0062874
1255.2844062435547	-0.00013429999999999996	0.006397275
1255.3150224205472	-0.00010984999999999999	0.00649495
1255.345684103137	-6.102500000000003e-05	0.00662925
1255.3763912397567	-0.000134275	0.00681235
1255.4071437788505	-3.662499999999998e-05	0.00692225
1255.4379416688714	-7.324999999999996e-05	0.006910024999999999
1255.4687848582855	-6.102500000000003e-05	0.0069222
1255.4996732955678	-3.662499999999998e-05	0.006848999999999999
1255.5306069292046	-3.662500000000009e-05	0.00680015
1255.5615857076928	-1.220000000000008e-05	0.00666585
1255.592609579541	1.217500000000012e-05	0.00651935
1255.6236784932676	1.2224999999999931e-05	0.0064461
1255.654792397402	7.325000000000007e-05	0.006299600000000001
1255.6859512404849	2.442500000000001e-05	0.0062874
1255.7171549710665	6.104999999999999e-05	0.006177525
1255.7484035377088	0.00010987500000000006	0.006201925
1255.7796968889847	9.767499999999998e-05	0.006128675
1255.811034973477	0.00014650000000000004	0.0061897
1255.8424177397803	8.54749999999999e-05	0.006275175
1255.8738451364986	6.104999999999999e-05	0.006165299999999999
1255.9053171122484	0.000134275	0.006324025
1255.9368336156551	0.00013430000000000007	0.006433875
1255.9683945953564	0.00014650000000000004	0.00651935
1256.0	0.00014650000000000004	0.006641424999999999
1256.0316497782444	0.00020755000000000003	0.00681235
1256.0633438787593	0.00017090000000000003	0.006910025
1256.0950822502246	0.00019532500000000005	0.007080949999999999
1256.1268648413306	0.0002197749999999999	0.0072152
1256.1586916007802	0.00028077500000000003	0.007264075
1256.1905624772853	0.00025637500000000004	0.00738615
1256.2224774195688	0.00028080000000000005	0.00739835
1256.254436376365	0.00028077500000000003	0.007373950000000001
1256.2864392964184	0.00031742500000000003	0.0073007
1256.318486128485	0.00030522500000000006	0.00722745
1256.3505768213302	0.00032962500000000006	0.007117574999999999
1256.3827113237314	0.00035405000000000007	0.006897825000000001
1256.4148895844771	0.00035407500000000003	0.0067513
1256.4471115523647	0.00032962500000000006	0.00651935
1256.4793771762045	0.0003174250000000001	0.006372825
1256.5116864048155	0.0004151	0.006275175
1256.5440391870295	0.00039067500000000005	0.0061531
1256.5764354716878	0.00036627500000000005	0.00625075
1256.6088752076425	0.00039067500000000005	0.006287375
1256.6413583437568	0.00047615	0.00637285
1256.6738848289046	0.0004029	0.006507125000000001
1256.7064546119714	0.000476125	0.006641424999999999
1256.7390676418513	0.000488325	0.00680015
1256.7717238674506	0.000488325	0.0068856
1256.8044232376876	0.000476125	0.0070320999999999995
1256.8371657014884	0.000537175	0.007178625
1256.8699512077926	0.0005616	0.007386175
1256.9027797055494	0.00050055	0.007654725
1256.9356511437172	0.000537175	0.0078989
1256.9685654712687	0.000585975	0.0081553
1257.0015226371847	0.0005738	0.00824075
1257.0345225904575	0.0005859999999999999	0.008191925
1257.06756528009	0.000573825	0.0078745
1257.1006506550955	0.0005738	0.007447225
1257.1337786645004	0.00061045	0.006934425
1257.166949257338	0.000634825	0.006494949999999999
1257.2001623826554	0.000659275	0.006116475
1257.2334179895101	0.00061045	0.0060187999999999995
1257.266716026968	0.000622625	0.006067625
1257.3000564441088	0.0006714749999999999	0.0063362
1257.3334391900212	0.0006837	0.006665875
1257.3668642138055	0.0007203	0.006946625
1257.4003314645718	0.000744725	0.00709315
1257.433840891442	0.0007203	0.0071786
1257.4673924435485	0.000720325	0.007093125
1257.5009860700336	0.00076915	0.00711755
1257.5346217200515	0.000756925	0.007068725
1257.5682993427665	0.000756925	0.007312925
1257.6020188873538	0.0007813249999999999	0.007850075
1257.6357803029998	0.0008301749999999999	0.008387275
1257.6695835389012	0.0008057749999999999	0.008924425
1257.7034285442655	0.0008424	0.009156375
1257.7373152683108	0.0008301749999999999	0.008912225
1257.7712436602667	0.000842375	0.008326199999999999
1257.8052136693725	0.0009034249999999999	0.007520450000000001
1257.8392252448787	0.000903425	0.0067391
1257.8732783360472	0.0008424	0.006079825
1257.9073728921499	0.00091565	0.00577465
1257.9415088624698	0.000964475	0.005921124999999999
1257.9756861963008	0.000903425	0.0063484249999999996
1258.0099048429468	0.000964475	0.006971075
1258.0441647517232	0.0009889249999999999	0.00742275
1258.078465871956	0.0009767	0.0075937
1258.112808152982	0.0009522500000000001	0.00754485
1258.1471915441487	0.001025525	0.007373925
1258.1816159948135	0.0009767	0.00723965
1258.2160814543467	0.001098775	0.00734955
1258.2505878721274	0.001037725	0.0077890500000000005
1258.2851351975467	0.00107435	0.00849715
1258.3197233800047	0.001111	0.009131975
1258.3543523689145	0.001049925	0.009449375000000001
1258.389022113699	0.001147575	0.009388325
1258.423732563791	0.0011354	0.008814525
1258.4584836686356	0.0011231750000000001	0.007862275
1258.4932753776875	0.001098775	0.0068855999999999995
1258.5281076404128	0.0011354	0.0061408999999999995
1258.562980406288	0.0011476	0.00592115
1258.5978936248002	0.0011598	0.006226375
1258.6328472454484	0.00119645	0.006787925
1258.6678412177405	0.0012452750000000001	0.0074594
1258.7028754911976	0.00119645	0.007813475
1258.7379500153488	0.00120865	0.0078623
1258.7730647397357	0.0012208499999999999	0.007740225
1258.8082196139108	0.0012086500000000001	0.0076059249999999995
1258.8434145874364	0.001257475	0.0077646
1258.878649609886	0.001257475	0.008191925
1258.913924630844	0.0013429499999999999	0.0087535
1258.9492395999055	0.0012941	0.009290675
1258.9845944666765	0.001342925	0.009534850000000001
1259.0199891807727	0.00136735	0.009339525000000001
1259.0554236918224	0.001367375	0.00868025
1259.0908979494634	0.001330725	0.007801249999999999
1259.1264119033447	0.001391775	0.006910025
1259.1619655031254	0.001367375	0.0064094500000000006
1259.1975586984759	0.00136735	0.0064949249999999995
1259.2331914390786	0.0014283999999999998	0.0068734
1259.268863674624	0.001391775	0.0073251
1259.3045753548151	0.001403975	0.007703575
1259.3403264293656	0.001465025	0.00778905
1259.376116848	0.001465025	0.00794775
1259.4119465604526	0.0015138500000000002	0.00805765
1259.4478155164693	0.0014772499999999998	0.00837505
1259.483723665807	0.001489425	0.0087413
1259.5196709582328	0.0014772000000000001	0.0092052
1259.555657343524	0.0015382750000000002	0.009473825
1259.5916827714707	0.001574875	0.00940055
1259.6277471918715	0.0015993000000000001	0.009083125000000001
1259.663850554537	0.0015626750000000001	0.00841165
1259.699992809288	0.001611525	0.0077402
1259.7361739059568	0.0015871000000000001	0.0072885
1259.7723937943856	0.001672575	0.00719085
1259.808652424428	0.0016115250000000002	0.00732515
1259.8449497459485	0.0016359500000000002	0.007520475
1259.8812857088212	0.0016481500000000001	0.0075815
1259.9176602629325	0.0017214	0.007728
1259.954073358178	0.0016847750000000001	0.0079111
1259.9905249444653	0.0016970000000000002	0.008350625
1260.027014971713	0.001770225	0.00879015
1260.063543389849	0.0016970000000000002	0.0093151
1260.1001101488127	0.0017580249999999999	0.009608100000000001
1260.1367151985546	0.001758025	0.0095715
1260.1733584890367	0.0017458250000000001	0.009315125
1260.2100399702288	0.0017458	0.008765725
1260.2467595921146	0.001843475	0.008204125
1260.2835173046874	0.001843475	0.007727975000000001
1260.3203130579516	0.001880125	0.00777685
1260.3571468019204	0.0018435250000000002	0.007850075
1260.3940184866215	0.0018557	0.008020975
1260.4309280620896	0.0018557	0.007947725
1260.467875478373	0.00191675	0.007703574999999999
1260.5048606855287	0.0019045250000000002	0.00782565
1260.5418836336255	0.00194115	0.008204125
1260.5789442727435	0.00191675	0.00882675
1260.6160425529715	0.00192895	0.0096203
1260.6531784244125	0.001965575	0.009949949999999999
1260.6903518371762	0.00192895	0.0098645
1260.7275627413858	0.0020144	0.009486025
1260.7648110871746	0.0020022	0.0088878
1260.8020968246867	0.002038825	0.008314
1260.8394199040767	0.0020266249999999998	0.0078867
1260.8767802755106	0.0020754750000000002	0.00806985
1260.9141778891633	0.0021120749999999997	0.008423874999999999
1260.9516126952228	0.002124275	0.00853375
1260.9890846438868	0.0021364749999999997	0.008338425
1261.0265936853646	0.00208765	0.007984375
1261.064139769874	0.002124275	0.008143075
1261.101722847646	0.002160925	0.008570399999999999
1261.1393428689214	0.0021609	0.0093273
1261.1769997839522	0.002173125	0.00985225
1261.214693543	0.00219755	0.01009645
1261.2524240963385	0.002197525	0.009852300000000001
1261.2901913942512	0.00223415	0.009327325000000001
1261.3279953870333	0.00224635	0.0087413
1261.3658360249892	0.0022952	0.008350625
1261.4037132584365	0.002270775	0.00837505
1261.4416270377008	0.002283	0.008631400000000001
