wavelength	amplitude
1262.246170629571	0.0003646714285714285
1262.284875871332	0.0003663285714285715
1262.3236165194016	0.0003730142857142857
1262.3623925243649	0.00036995714285714286
1262.401203836818	0.00037134285714285716
1262.4400504073685	0.00037664285714285713
1262.4789321866322	0.00037802857142857143
1262.5178491252395	0.00037860000000000004
1262.5568011738285	0.0003802428571428572
1262.5957882830487	0.00037971428571428574
1262.6348104035612	0.00038027142857142857
1262.6738674860374	0.0003855857142857143
1262.71295948116	0.00038950000000000003
1262.7520863396207	0.0003931142857142857
1262.791248012124	0.00039282857142857147
1262.8304444493845	0.00039255714285714287
1262.8696756021266	0.00039284285714285714
1262.908941421087	0.000392
1262.9482418570126	0.0003989857142857143
1262.9875768606598	0.00040147142857142854
1263.026946382798	0.0004003571428571428
1263.0663503742055	0.00040372857142857146
1263.105788785673	0.0004034285714285714
1263.145261568	0.00040790000000000005
1263.1847686719984	0.00040538571428571426
1263.2243100484902	0.00040621428571428574
1263.2638856483086	0.0004162857142857142
1263.3034954222962	0.0004151571428571429
1263.3431393213084	0.00041739999999999995
1263.38281729621	0.00041964285714285714
1263.4225292978767	0.00041935714285714287
1263.462275277195	0.0004176857142857143
1263.5020551850635	0.0004201857142857143
1263.5418689723888	0.0004269
1263.5817165900908	0.00042717142857142857
1263.6215979890994	0.00042744285714285717
1263.661513120354	0.00042884285714285715
1263.7014619348074	0.00043189999999999993
1263.7414443834205	0.00043272857142857146
1263.7814604171656	0.00043247142857142854
1263.821509987028	0.00043718571428571427
1263.8615930440008	0.00043999999999999996
1263.901709539089	0.0004419428571428571
1263.9418594233086	0.00044277142857142857
1263.9820426476867	0.0004452714285714285
1264.02225916326	0.0004441857142857142
1264.0625089210769	0.00044698571428571424
1264.1027918721961	0.0004503142857142857
1264.1431079676875	0.00045534285714285714
1264.1834571586314	0.00045701428571428567
1264.2238393961193	0.00045591428571428564
1264.264254631252	0.0004586857142857143
1264.3047028151434	0.00045925714285714286
1264.3451838989167	0.0004603571428571429
1264.385697833706	0.0004634142857142857
1264.4262445706565	0.00046484285714285716
1264.466824060923	0.0004667857142857143
1264.5074362556736	0.00046928571428571424
1264.5480811060845	0.0004720714285714285
1264.5887585633436	0.0004726428571428571
1264.6294685786504	0.0004704
1264.6702111032146	0.00047627142857142857
1264.7109860882554	0.00047932857142857135
1264.7517934850048	0.00048128571428571437
1264.7926332447043	0.0004843571428571429
1264.833505318607	0.00048295714285714284
1264.8744096579762	0.00048687142857142856
1264.9153462140855	0.00048604285714285713
1264.9563149382202	0.0004899428571428571
1264.997315781676	0.0004930142857142857
1265.0383486957592	0.0004907857142857142
1265.0794136317872	0.0004958
1265.120510541088	0.0004938571428571429
1265.161639375	0.0004960714285714285
1265.2028000848727	0.0004958
1265.243992622067	0.0004994
1265.2852169379532	0.0005016714285714285
1265.3264729839136	0.0005041571428571429
1265.3677607113402	0.0005094857142857143
1265.4090800716367	0.0005139428571428572
1265.4504310162174	0.0005091999999999999
1265.491813496507	0.0005139428571428572
1265.5332274639404	0.0005147714285714286
1265.5746728699644	0.0005164571428571429
1265.616149666037	0.0005164571428571428
1265.6576578036247	0.0005198000000000001
1265.6991972342075	0.0005231428571428571
1265.740767909274	0.0005245285714285715
1265.7823697803242	0.0005228714285714285
1265.8240027988695	0.000525357142857143
1265.8656669164318	0.0005256571428571428
1265.9073620845434	0.0005298571428571428
1265.9490882547468	0.0005390571428571429
1265.990845378597	0.0005359857142857142
1266.0326334076578	0.0005365571428571429
1266.074452293506	0.0005399000000000001
1266.1163019877272	0.0005399
1266.1581824419186	0.0005435285714285715
1266.2000936076874	0.0005471571428571428
1266.2420354366534	0.0005519000000000001
1266.2840078804445	0.0005496714285714287
1266.326010890702	0.0005502
1266.3680444190759	0.0005504857142857144
1266.4101084172287	0.0005566571428571429
1266.4522028368324	0.0005569
1266.49432762957	0.0005563714285714285
1266.5364827471358	0.0005619428571428572
1266.578668141234	0.0005619714285714285
1266.6208837635804	0.0005641857142857142
1266.663129565901	0.0005658714285714286
1266.7054054999332	0.0005647571428571428
1266.7477115174245	0.0005711571428571429
1266.7900475701333	0.0005742142857142856
1266.8324136098288	0.0005764571428571428
1266.8748095882916	0.0005758857142857142
1266.9172354573116	0.0005753285714285713
1266.9596911686913	0.0005809
1267.0021766742425	0.0005814714285714285
1267.0446919257886	0.0005809
1267.0872368751627	0.0005884428571428571
1267.1298114742106	0.0005890285714285714
1267.1724156747866	0.0005915285714285715
1267.2150494287573	0.0005915285714285714
1267.257712688	0.0005957285714285715
1267.3004054044018	0.0005965428571428572
1267.3431275298612	0.0005968428571428571
1267.3858790162876	0.0006024142857142857
1267.4286598156011	0.0006035142857142857
1267.4714698797325	0.0006051857142857143
1267.5143091606226	0.0006060285714285714
1267.5571776102242	0.0006051857142857143
1267.6000751805	0.0006077
1267.6430018234241	0.0006146571428571429
1267.6859574909806	0.0006166142857142856
1267.7289421351657	0.0006163571428571428
1267.7719557079847	0.0006158142857142857
1267.8149981614547	0.0006227857142857143
1267.8580694476027	0.0006272428571428571
1267.9011695184686	0.0006266714285714286
1267.9442983260994	0.0006255857142857142
1267.9874558225572	0.0006297571428571429
1268.0306419599108	0.0006319714285714286
1268.0738566902428	0.0006342142857142857
1268.1170999656447	0.0006397999999999999
1268.16037173822	0.0006406285714285713
1268.203671960082	0.0006397857142857143
1268.2470005833557	0.0006406142857142857
1268.2903575601754	0.0006439714285714285
1268.3337428426876	0.0006515142857142858
1268.3771563830487	0.0006512428571428571
1268.4205981334278	0.0006545857142857143
1268.4640680460013	0.000656
1268.5075660729592	0.0006568285714285713
1268.5510921665007	0.0006590571428571429
1268.594646278837	0.0006612714285714286
1268.6382283621895	0.0006632142857142858
1268.6818383687896	0.0006657571428571428
1268.7254762508803	0.0006702142857142858
1268.7691419607165	0.0006715857142857143
1268.8128354505607	0.0006724428571428572
1268.8565566726895	0.0006713285714285715
1268.9003055793878	0.0006757857142857142
1268.9440821229532	0.0006802714285714287
1268.9878862556927	0.0006858428571428571
1269.0317179299248	0.0006864142857142859
1269.075577097978	0.0006853
1269.1194637121919	0.0006900428571428571
1269.1633777249174	0.0006933714285714285
1269.2073190885162	0.0006944857142857143
1269.2512877553595	0.0006956142857142857
1269.2952836778309	0.0006961571428571429
1269.3393068083233	0.0007006142857142858
1269.3833570992413	0.000700357142857143
1269.427434503	0.0007017428571428572
1269.471538972025	0.0007050857142857143
1269.5156704587534	0.0007053714285714284
1269.5598289156321	0.0007115142857142857
1269.6040142951192	0.0007120857142857142
1269.648226549684	0.0007132
1269.6924656318065	0.0007154285714285714
1269.736731493976	0.0007157
1269.7810240886947	0.0007154142857142856
1269.825343368474	0.0007229428571428572
1269.8696892858366	0.0007240714285714286
1269.9140617933167	0.0007257571428571427
1269.9584608434575	0.0007279714285714286
1270.0028863888147	0.0007315999999999999
1270.0473383819544	0.0007329999999999999
1270.0918167754526	0.0007324571428571428
1270.136321521896	0.0007346857142857143
1270.1808525738838	0.0007363571428571429
1270.2254098840242	0.0007397142857142857
1270.2699934049374	0.000744157142857143
1270.3146030892528	0.0007452857142857142
1270.3592388896122	0.0007477857142857144
1270.4039007586673	0.0007486142857142857
1270.4485886490809	0.0007530857142857143
1270.4933025135265	0.0007578428571428572
1270.5380423046875	0.000757
1270.5828079752596	0.0007581285714285714
1270.6275994779485	0.0007595142857142857
1270.6724167654702	0.000764542857142857
1270.7172597905526	0.0007664857142857144
1270.7621285059329	0.0007692714285714285
1270.80702286436	0.0007689857142857144
1270.8519428185946	0.0007701142857142856
1270.896888321405	0.0007734428571428571
1270.9418593255741	0.0007779285714285714
1270.9868557838922	0.0007790428571428571
1271.0318776491627	0.0007798714285714286
1271.0769248741994	0.0007823857142857143
1271.1219974118253	0.0007846142857142858
1271.1670952148766	0.0007854571428571427
1271.2122182361968	0.0007910714285714286
1271.2573664286442	0.0007944
1271.3025397450854	0.0007943857142857143
1271.3477381383982	0.0007955
1271.3929615614716	0.0008011
1271.4382099672043	0.000801642857142857
1271.4834833085072	0.0008010714285714287
1271.528781538301	0.0008083428571428573
1271.574104609518	0.0008097285714285714
1271.6194524750995	0.000806657142857143
1271.664825088	0.0008108428571428573
1271.7102224011828	0.0008105571428571428
1271.7556443676226	0.0008147571428571428
1271.8010909403058	0.0008189571428571428
1271.846562072228	0.0008220285714285715
1271.8920577163965	0.0008245285714285715
1271.9375778258286	0.0008262142857142858
1271.9831223535539	0.0008250999999999999
1272.028691252611	0.0008309571428571428
1272.0742844760505	0.0008317714285714285
1272.1199019769326	0.0008359714285714286
1272.16554370833	0.0008387571428571429
1272.2112096233245	0.0008407142857142857
1272.2568996750092	0.0008412428571428573
1272.3026138164882	0.0008429428571428572
1272.3483520008765	0.0008482428571428573
1272.3941141812993	0.0008474142857142858
1272.4399003108924	0.0008482428571428573
1272.4857103428035	0.0008541142857142858
1272.5315442301899	0.0008546571428571429
1272.5774019262208	0.0008566142857142857
1272.6232833840754	0.0008610857142857143
1272.6691885569423	0.0008630428571428571
1272.7151173980244	0.0008677571428571429
1272.7610698605315	0.0008666428571428573
1272.8070458976874	0.0008717000000000001
1272.8530454627244	0.0008747428571428572
1272.8990685088868	0.0008728000000000001
1272.9451149894287	0.0008789428571428572
1272.991184857616	0.0008808857142857144
1273.0372780667246	0.0008803428571428571
1273.083394570042	0.0008842571428571429
1273.1295343208646	0.0008848142857142857
1273.1756972725022	0.0008903857142857143
1273.2218833782733	0.0008912285714285713
1273.2680925915085	0.0008937285714285716
1273.3143248655474	0.0008920857142857144
1273.3605801537426	0.0008965142857142857
1273.4068584094564	0.0009004142857142857
1273.453159586061	0.0009018285714285714
1273.4994836369408	0.0009068428571428572
1273.5458305154905	0.0009101857142857142
1273.5922001751144	0.0009079714285714286
1273.6385925692302	0.0009110285714285715
1273.6850076512633	0.0009141285714285713
1273.7314453746526	0.0009191285714285714
1273.777905692845	0.0009180000000000001
1273.824388559301	0.0009235857142857142
1273.87089392749	0.0009244428571428572
1273.9174217508926	0.0009258000000000001
1273.9639719830002	0.0009288857142857142
1274.0105445773147	0.0009305428571428573
1274.05713948735	0.0009336285714285715
1274.1037566666296	0.0009364285714285715
1274.1503960686866	0.0009375285714285713
1274.1970576470685	0.0009422857142857142
1274.2437413553293	0.0009442428571428571
1274.2904471470372	0.0009431142857142857
1274.3371749757691	0.0009467714285714286
1274.3839247951132	0.0009512285714285713
1274.4306965586688	0.0009554000000000001
1274.4774902200454	0.0009554
1274.5243057328646	0.0009551142857142856
1274.5711430507567	0.0009609714285714286
1274.6180021273642	0.0009654428571428572
1274.6648829163405	0.0009643142857142856
1274.711785371348	0.0009637714285714285
1274.7587094460625	0.0009682571428571429
1274.8056550941678	0.0009724285714285715
1274.8526222693613	0.0009746571428571429
1274.8996109253487	0.0009757714285714286
1274.946621015848	0.0009766142857142858
1274.993652494587	0.0009785714285714283
1275.0407053153046	0.0009793999999999998
1275.0877794317516	0.0009827428571428571
1275.1348747976876	0.0009880571428571429
1275.181991366884	0.0009897
1275.229129093123	0.0009885999999999999
1275.276287930197	0.0009939142857142856
1275.3234678319102	0.0009972714285714287
1275.3706687520767	0.0010011857142857143
1275.4178906445218	0.0010003428571428571
1275.465133463081	0.0010011714285714285
1275.5123971616008	0.0010053714285714285
1275.5596816939394	0.0010087142857142857
1275.6069870139645	0.0010106571428571429
1275.6543130755545	0.0010109428571428573
